image_index,true_emotion,predicted_emotion,true_label_idx,pred_label_idx
675,anger,surprise,0,3
690,anger,surprise,0,3
691,anger,calm,0,2
693,anger,calm,0,2
695,anger,calm,0,2
698,anger,fear,0,1
701,anger,calm,0,2
710,anger,surprise,0,3
720,anger,fear,0,1
728,anger,surprise,0,3
733,anger,fear,0,1
740,anger,calm,0,2
746,anger,calm,0,2
751,anger,fear,0,1
752,anger,fear,0,1
756,anger,surprise,0,3
757,anger,fear,0,1
766,anger,calm,0,2
771,anger,calm,0,2
777,anger,fear,0,1
778,anger,calm,0,2
779,anger,fear,0,1
780,anger,calm,0,2
782,anger,calm,0,2
784,anger,calm,0,2
789,anger,fear,0,1
791,anger,surprise,0,3
796,anger,surprise,0,3
797,anger,fear,0,1
801,anger,fear,0,1
804,anger,calm,0,2
810,anger,calm,0,2
811,anger,fear,0,1
812,anger,calm,0,2
815,anger,fear,0,1
816,anger,fear,0,1
818,anger,calm,0,2
820,anger,fear,0,1
821,anger,fear,0,1
824,anger,fear,0,1
825,anger,calm,0,2
832,anger,surprise,0,3
836,anger,surprise,0,3
842,anger,calm,0,2
843,anger,fear,0,1
851,anger,surprise,0,3
852,anger,fear,0,1
857,anger,calm,0,2
869,anger,surprise,0,3
875,anger,surprise,0,3
879,anger,calm,0,2
881,anger,fear,0,1
884,anger,calm,0,2
898,anger,fear,0,1
899,anger,calm,0,2
900,anger,calm,0,2
904,anger,calm,0,2
905,anger,fear,0,1
906,anger,calm,0,2
907,anger,calm,0,2
915,anger,surprise,0,3
916,anger,fear,0,1
917,anger,calm,0,2
920,anger,surprise,0,3
923,anger,calm,0,2
932,anger,calm,0,2
935,anger,fear,0,1
937,anger,surprise,0,3
944,anger,calm,0,2
953,anger,surprise,0,3
960,anger,calm,0,2
961,anger,calm,0,2
964,anger,calm,0,2
967,anger,calm,0,2
969,anger,calm,0,2
979,anger,fear,0,1
981,anger,calm,0,2
986,anger,fear,0,1
989,anger,calm,0,2
991,anger,calm,0,2
993,anger,fear,0,1
994,anger,calm,0,2
1001,anger,calm,0,2
1003,anger,calm,0,2
1014,anger,surprise,0,3
1015,anger,fear,0,1
1018,anger,fear,0,1
1021,anger,surprise,0,3
1025,anger,calm,0,2
1026,anger,calm,0,2
1027,anger,calm,0,2
1029,anger,fear,0,1
1035,anger,calm,0,2
1036,anger,fear,0,1
1042,anger,calm,0,2
1051,anger,surprise,0,3
1055,anger,fear,0,1
1056,anger,calm,0,2
1059,anger,calm,0,2
1060,anger,fear,0,1
1061,anger,fear,0,1
1062,anger,surprise,0,3
1066,anger,fear,0,1
1070,anger,calm,0,2
1073,anger,fear,0,1
1076,anger,surprise,0,3
1080,anger,fear,0,1
1081,anger,fear,0,1
1086,anger,calm,0,2
1088,anger,calm,0,2
1097,anger,calm,0,2
1099,anger,calm,0,2
1104,anger,fear,0,1
1106,anger,surprise,0,3
1107,anger,calm,0,2
1118,anger,surprise,0,3
1119,anger,calm,0,2
1120,anger,fear,0,1
1129,anger,calm,0,2
1132,anger,fear,0,1
1133,anger,calm,0,2
1136,anger,calm,0,2
1137,anger,fear,0,1
1142,anger,calm,0,2
1143,anger,fear,0,1
1148,anger,calm,0,2
1152,anger,fear,0,1
1153,anger,calm,0,2
1154,anger,calm,0,2
1156,anger,fear,0,1
1159,anger,fear,0,1
1161,anger,calm,0,2
1162,anger,surprise,0,3
1164,anger,calm,0,2
1165,anger,calm,0,2
1166,anger,fear,0,1
1173,anger,calm,0,2
1174,anger,fear,0,1
1175,anger,fear,0,1
1176,anger,fear,0,1
1180,anger,surprise,0,3
1186,anger,calm,0,2
1195,anger,surprise,0,3
1196,anger,calm,0,2
1197,anger,fear,0,1
1199,anger,fear,0,1
1200,anger,calm,0,2
1204,anger,calm,0,2
1207,anger,calm,0,2
1213,anger,calm,0,2
1214,anger,calm,0,2
1215,anger,fear,0,1
1217,anger,fear,0,1
1224,anger,surprise,0,3
1226,anger,calm,0,2
1227,anger,fear,0,1
1235,anger,fear,0,1
1240,anger,fear,0,1
1241,anger,calm,0,2
1245,anger,fear,0,1
1248,anger,fear,0,1
1249,anger,fear,0,1
1250,anger,fear,0,1
1251,anger,calm,0,2
1252,anger,fear,0,1
1253,anger,calm,0,2
1254,anger,calm,0,2
1258,anger,calm,0,2
1260,anger,calm,0,2
1263,anger,surprise,0,3
1264,anger,calm,0,2
1265,anger,fear,0,1
1268,anger,fear,0,1
1273,anger,fear,0,1
1274,anger,fear,0,1
1279,anger,surprise,0,3
1285,anger,fear,0,1
1287,anger,calm,0,2
1290,anger,fear,0,1
1291,anger,fear,0,1
1294,anger,fear,0,1
1297,anger,calm,0,2
1304,anger,calm,0,2
1306,anger,calm,0,2
1316,anger,fear,0,1
1317,anger,surprise,0,3
1323,anger,calm,0,2
1332,anger,calm,0,2
1338,anger,calm,0,2
1341,anger,calm,0,2
1350,anger,fear,0,1
1352,anger,calm,0,2
1355,anger,fear,0,1
1357,anger,calm,0,2
1358,anger,calm,0,2
1359,anger,fear,0,1
1363,anger,fear,0,1
1369,anger,calm,0,2
1370,anger,calm,0,2
1371,anger,fear,0,1
1374,anger,calm,0,2
1390,anger,calm,0,2
1391,anger,surprise,0,3
1392,anger,fear,0,1
1393,anger,fear,0,1
1395,anger,fear,0,1
1396,anger,calm,0,2
1405,anger,calm,0,2
1406,anger,fear,0,1
1409,anger,calm,0,2
1414,anger,calm,0,2
1415,anger,fear,0,1
1420,anger,surprise,0,3
1423,anger,surprise,0,3
1426,anger,fear,0,1
1428,anger,fear,0,1
1441,anger,fear,0,1
1442,anger,calm,0,2
1446,anger,calm,0,2
1452,anger,surprise,0,3
1454,anger,fear,0,1
1458,anger,fear,0,1
1461,anger,fear,0,1
1462,anger,calm,0,2
1463,anger,calm,0,2
1467,anger,calm,0,2
1469,anger,surprise,0,3
1471,anger,fear,0,1
1473,anger,fear,0,1
1482,anger,calm,0,2
1485,anger,calm,0,2
1487,anger,fear,0,1
1489,anger,fear,0,1
1501,anger,calm,0,2
1504,anger,calm,0,2
1505,anger,surprise,0,3
1507,anger,fear,0,1
1515,anger,calm,0,2
1516,anger,calm,0,2
1521,anger,surprise,0,3
1524,anger,fear,0,1
1529,anger,calm,0,2
1535,anger,surprise,0,3
1540,anger,calm,0,2
1543,anger,calm,0,2
1546,anger,fear,0,1
1548,anger,surprise,0,3
1554,anger,fear,0,1
1555,anger,calm,0,2
1557,anger,calm,0,2
1561,anger,fear,0,1
1571,anger,fear,0,1
1576,anger,fear,0,1
1578,anger,calm,0,2
1582,anger,calm,0,2
1585,anger,calm,0,2
1591,anger,fear,0,1
1596,anger,calm,0,2
1598,anger,fear,0,1
1604,anger,calm,0,2
1605,anger,fear,0,1
1607,anger,surprise,0,3
1611,anger,calm,0,2
1612,anger,calm,0,2
1616,anger,calm,0,2
1623,anger,surprise,0,3
1626,anger,fear,0,1
1639,anger,calm,0,2
1641,anger,calm,0,2
1646,anger,fear,0,1
1647,anger,fear,0,1
1651,anger,surprise,0,3
1653,anger,calm,0,2
1654,anger,fear,0,1
1658,anger,fear,0,1
1659,anger,calm,0,2
1662,anger,surprise,0,3
1667,anger,calm,0,2
1671,anger,calm,0,2
1675,anger,calm,0,2
1677,anger,fear,0,1
1681,anger,calm,0,2
1686,anger,fear,0,1
1689,anger,fear,0,1
1695,anger,fear,0,1
1696,anger,fear,0,1
1700,anger,calm,0,2
1702,anger,surprise,0,3
1704,anger,calm,0,2
1705,anger,calm,0,2
1706,anger,calm,0,2
1710,anger,surprise,0,3
1716,anger,surprise,0,3
1719,anger,fear,0,1
1727,anger,fear,0,1
1733,anger,surprise,0,3
1737,anger,fear,0,1
1738,anger,fear,0,1
1739,anger,fear,0,1
1740,anger,calm,0,2
1753,anger,calm,0,2
1754,anger,fear,0,1
1758,anger,fear,0,1
1763,anger,calm,0,2
1764,anger,fear,0,1
1772,anger,calm,0,2
1773,anger,calm,0,2
1782,anger,fear,0,1
1787,anger,fear,0,1
1789,anger,calm,0,2
1790,anger,calm,0,2
1791,anger,calm,0,2
1797,anger,calm,0,2
1799,anger,calm,0,2
1801,anger,calm,0,2
1803,anger,calm,0,2
1807,anger,surprise,0,3
1808,anger,calm,0,2
1810,anger,fear,0,1
1816,anger,fear,0,1
1817,anger,fear,0,1
1824,anger,calm,0,2
1825,anger,calm,0,2
1827,anger,calm,0,2
1828,anger,fear,0,1
1830,anger,calm,0,2
1834,anger,calm,0,2
1835,anger,fear,0,1
1836,anger,fear,0,1
1838,anger,fear,0,1
1840,anger,fear,0,1
1842,anger,surprise,0,3
1852,anger,fear,0,1
1853,anger,fear,0,1
1855,anger,fear,0,1
1858,anger,calm,0,2
1860,anger,surprise,0,3
1864,anger,fear,0,1
1867,anger,calm,0,2
1868,anger,calm,0,2
1873,anger,fear,0,1
1878,anger,calm,0,2
1879,anger,fear,0,1
1889,anger,calm,0,2
1894,anger,calm,0,2
1897,anger,calm,0,2
1904,anger,fear,0,1
1905,anger,calm,0,2
1906,anger,fear,0,1
1910,anger,calm,0,2
1911,anger,calm,0,2
1912,anger,calm,0,2
1920,anger,fear,0,1
1930,anger,fear,0,1
1936,anger,fear,0,1
1941,anger,fear,0,1
1949,anger,calm,0,2
1951,anger,surprise,0,3
1960,anger,surprise,0,3
1962,anger,calm,0,2
1964,anger,fear,0,1
1970,anger,fear,0,1
1973,anger,fear,0,1
1975,anger,surprise,0,3
1980,anger,calm,0,2
1981,anger,calm,0,2
1982,anger,surprise,0,3
1983,anger,fear,0,1
1987,anger,calm,0,2
1988,anger,calm,0,2
1991,anger,surprise,0,3
1992,anger,calm,0,2
1993,anger,fear,0,1
1994,anger,calm,0,2
1998,anger,calm,0,2
2005,anger,fear,0,1
2006,anger,calm,0,2
2011,anger,fear,0,1
2013,anger,calm,0,2
2015,anger,calm,0,2
2019,anger,calm,0,2
2020,anger,calm,0,2
2021,anger,fear,0,1
2028,anger,fear,0,1
2030,anger,calm,0,2
2034,anger,fear,0,1
2035,anger,calm,0,2
2036,anger,calm,0,2
2041,anger,calm,0,2
2042,anger,calm,0,2
2050,anger,fear,0,1
2052,anger,fear,0,1
2054,anger,fear,0,1
2057,anger,fear,0,1
2060,anger,fear,0,1
2062,anger,calm,0,2
2063,anger,surprise,0,3
2068,anger,surprise,0,3
2070,anger,fear,0,1
2072,anger,surprise,0,3
2073,anger,surprise,0,3
2074,anger,fear,0,1
2075,anger,calm,0,2
2076,anger,fear,0,1
2077,anger,calm,0,2
2084,anger,surprise,0,3
2085,anger,fear,0,1
2089,anger,calm,0,2
2090,anger,fear,0,1
2099,anger,calm,0,2
2100,anger,fear,0,1
2103,anger,fear,0,1
2104,anger,calm,0,2
2108,anger,calm,0,2
2109,anger,fear,0,1
2115,anger,surprise,0,3
2116,anger,calm,0,2
2121,anger,fear,0,1
2125,anger,fear,0,1
2126,anger,fear,0,1
2130,anger,fear,0,1
2135,anger,calm,0,2
2136,anger,surprise,0,3
2137,anger,surprise,0,3
2142,anger,fear,0,1
2143,anger,calm,0,2
2145,anger,calm,0,2
2147,anger,calm,0,2
2150,anger,fear,0,1
2152,anger,calm,0,2
2154,anger,surprise,0,3
2155,anger,fear,0,1
2159,anger,calm,0,2
2160,anger,fear,0,1
2161,anger,fear,0,1
2173,anger,surprise,0,3
2187,anger,calm,0,2
2190,anger,surprise,0,3
2194,anger,calm,0,2
2197,anger,fear,0,1
2204,anger,fear,0,1
2206,anger,surprise,0,3
2207,anger,surprise,0,3
2209,anger,fear,0,1
2215,anger,calm,0,2
2216,anger,calm,0,2
2218,anger,surprise,0,3
2225,anger,fear,0,1
2227,anger,calm,0,2
2235,anger,fear,0,1
2236,anger,calm,0,2
2239,anger,calm,0,2
2240,anger,calm,0,2
2243,anger,fear,0,1
2244,anger,fear,0,1
2245,anger,fear,0,1
2246,anger,calm,0,2
2249,anger,surprise,0,3
2250,anger,calm,0,2
2252,anger,fear,0,1
2254,anger,calm,0,2
2255,anger,surprise,0,3
2257,anger,fear,0,1
2263,anger,fear,0,1
2266,anger,calm,0,2
2273,anger,fear,0,1
2275,anger,surprise,0,3
2282,anger,calm,0,2
2284,anger,calm,0,2
2286,anger,calm,0,2
2287,anger,calm,0,2
2288,anger,surprise,0,3
2291,anger,fear,0,1
2293,anger,calm,0,2
2294,anger,fear,0,1
2295,anger,surprise,0,3
2296,anger,calm,0,2
2302,anger,calm,0,2
2304,anger,fear,0,1
2305,anger,calm,0,2
2309,anger,calm,0,2
2312,anger,fear,0,1
2314,anger,fear,0,1
2317,anger,surprise,0,3
2319,anger,calm,0,2
2321,anger,fear,0,1
2322,anger,surprise,0,3
2328,anger,calm,0,2
2330,anger,calm,0,2
2332,anger,fear,0,1
2335,anger,surprise,0,3
2340,anger,calm,0,2
2341,anger,calm,0,2
2344,anger,fear,0,1
2346,anger,surprise,0,3
2347,anger,surprise,0,3
2351,anger,fear,0,1
2352,anger,surprise,0,3
2353,anger,fear,0,1
2355,anger,fear,0,1
2356,anger,calm,0,2
2359,anger,fear,0,1
2361,anger,surprise,0,3
2367,anger,calm,0,2
2371,anger,fear,0,1
2375,anger,fear,0,1
2377,anger,surprise,0,3
2387,anger,calm,0,2
2388,anger,fear,0,1
2391,anger,calm,0,2
2399,anger,calm,0,2
2403,anger,surprise,0,3
2405,anger,fear,0,1
2407,anger,fear,0,1
2415,anger,fear,0,1
2419,anger,fear,0,1
2423,anger,calm,0,2
2425,anger,fear,0,1
2430,anger,fear,0,1
2432,anger,calm,0,2
2438,anger,surprise,0,3
2440,anger,calm,0,2
2443,anger,fear,0,1
2445,anger,calm,0,2
2447,anger,calm,0,2
2448,anger,calm,0,2
2459,anger,surprise,0,3
2460,anger,surprise,0,3
2464,anger,fear,0,1
2465,anger,fear,0,1
2473,anger,calm,0,2
2476,anger,surprise,0,3
2485,anger,fear,0,1
2486,anger,fear,0,1
2489,anger,calm,0,2
2494,anger,calm,0,2
2498,anger,calm,0,2
2502,anger,fear,0,1
2503,anger,fear,0,1
2505,anger,calm,0,2
2509,anger,calm,0,2
2522,anger,fear,0,1
2525,anger,fear,0,1
2529,anger,surprise,0,3
2535,anger,fear,0,1
2536,anger,calm,0,2
2537,anger,calm,0,2
2549,anger,fear,0,1
2550,anger,fear,0,1
2555,anger,fear,0,1
2556,anger,calm,0,2
2558,anger,calm,0,2
2561,anger,fear,0,1
2562,anger,surprise,0,3
2563,anger,fear,0,1
2565,anger,calm,0,2
2566,anger,calm,0,2
2567,anger,fear,0,1
2571,anger,calm,0,2
2576,anger,fear,0,1
2577,anger,calm,0,2
2578,anger,fear,0,1
2579,anger,surprise,0,3
2580,anger,calm,0,2
2583,anger,fear,0,1
2587,anger,fear,0,1
2589,anger,calm,0,2
2593,anger,fear,0,1
2594,anger,fear,0,1
2598,anger,calm,0,2
2601,anger,fear,0,1
2606,anger,calm,0,2
2609,anger,fear,0,1
2614,anger,calm,0,2
2617,anger,calm,0,2
2620,anger,surprise,0,3
2621,anger,surprise,0,3
2622,anger,fear,0,1
2629,anger,surprise,0,3
2634,anger,fear,0,1
2637,anger,surprise,0,3
2638,anger,calm,0,2
2641,anger,surprise,0,3
2643,anger,fear,0,1
2645,anger,calm,0,2
2650,anger,fear,0,1
2651,anger,fear,0,1
2654,anger,calm,0,2
2658,anger,surprise,0,3
2660,anger,fear,0,1
2661,anger,calm,0,2
2662,anger,fear,0,1
2667,anger,fear,0,1
2668,anger,fear,0,1
2669,anger,fear,0,1
2671,anger,fear,0,1
2675,anger,fear,0,1
2676,anger,surprise,0,3
2679,anger,surprise,0,3
2684,anger,calm,0,2
2685,anger,surprise,0,3
2687,anger,fear,0,1
2690,anger,fear,0,1
2691,anger,calm,0,2
2692,anger,fear,0,1
2694,anger,surprise,0,3
2695,anger,fear,0,1
2697,anger,fear,0,1
2700,anger,fear,0,1
2704,anger,calm,0,2
2706,anger,fear,0,1
2713,anger,calm,0,2
2714,anger,calm,0,2
2716,anger,calm,0,2
2719,anger,fear,0,1
2720,anger,fear,0,1
2723,anger,fear,0,1
2725,anger,calm,0,2
2726,anger,surprise,0,3
2728,anger,fear,0,1
2732,anger,fear,0,1
2737,anger,calm,0,2
2738,anger,fear,0,1
2744,anger,calm,0,2
2752,anger,fear,0,1
2753,anger,fear,0,1
2756,anger,fear,0,1
2761,anger,fear,0,1
2764,anger,fear,0,1
2765,anger,calm,0,2
2766,anger,calm,0,2
2775,anger,fear,0,1
2779,anger,calm,0,2
2784,anger,fear,0,1
2785,anger,fear,0,1
2788,anger,calm,0,2
2790,anger,calm,0,2
2793,anger,calm,0,2
2796,anger,fear,0,1
2797,anger,fear,0,1
2800,anger,fear,0,1
2801,anger,calm,0,2
2803,anger,fear,0,1
2807,anger,calm,0,2
2809,anger,fear,0,1
2810,anger,calm,0,2
2812,anger,surprise,0,3
2814,anger,surprise,0,3
2815,anger,calm,0,2
2816,anger,calm,0,2
2821,anger,calm,0,2
2829,anger,fear,0,1
2838,anger,calm,0,2
2856,anger,fear,0,1
2865,anger,fear,0,1
2866,anger,calm,0,2
2867,anger,fear,0,1
2869,anger,fear,0,1
2874,anger,fear,0,1
2877,anger,calm,0,2
2879,anger,fear,0,1
2882,anger,calm,0,2
2883,anger,calm,0,2
2888,anger,fear,0,1
2889,anger,surprise,0,3
2892,anger,calm,0,2
2897,anger,calm,0,2
2905,anger,fear,0,1
2906,anger,fear,0,1
2909,anger,calm,0,2
2910,anger,calm,0,2
2920,anger,fear,0,1
2922,anger,fear,0,1
2923,anger,fear,0,1
2924,anger,fear,0,1
2925,anger,fear,0,1
2933,anger,calm,0,2
2941,anger,fear,0,1
2950,anger,fear,0,1
2952,anger,fear,0,1
2953,anger,fear,0,1
2963,anger,surprise,0,3
2965,anger,calm,0,2
2968,anger,calm,0,2
2970,anger,surprise,0,3
2973,anger,fear,0,1
2975,anger,calm,0,2
2980,anger,fear,0,1
2994,anger,surprise,0,3
2996,anger,fear,0,1
3000,anger,fear,0,1
3002,anger,fear,0,1
3004,anger,calm,0,2
3005,anger,calm,0,2
3006,anger,calm,0,2
3010,anger,fear,0,1
3012,anger,fear,0,1
3026,anger,fear,0,1
3028,anger,fear,0,1
3033,anger,calm,0,2
3038,anger,surprise,0,3
3042,anger,calm,0,2
3047,anger,calm,0,2
3049,anger,calm,0,2
3051,anger,calm,0,2
3053,anger,fear,0,1
3054,anger,fear,0,1
3055,anger,calm,0,2
3059,anger,calm,0,2
3068,anger,fear,0,1
3070,anger,calm,0,2
3083,anger,calm,0,2
3084,anger,calm,0,2
3086,anger,calm,0,2
3091,anger,fear,0,1
3092,anger,fear,0,1
3094,anger,calm,0,2
3102,anger,surprise,0,3
3103,anger,fear,0,1
3105,anger,fear,0,1
3106,anger,calm,0,2
3107,anger,fear,0,1
3110,anger,fear,0,1
3120,anger,calm,0,2
3128,anger,calm,0,2
3130,anger,fear,0,1
3131,anger,fear,0,1
3140,anger,fear,0,1
3143,anger,calm,0,2
3148,anger,fear,0,1
3151,anger,calm,0,2
3152,anger,calm,0,2
3154,anger,fear,0,1
3159,anger,calm,0,2
3163,anger,surprise,0,3
3167,anger,fear,0,1
3169,anger,fear,0,1
3172,anger,calm,0,2
3174,anger,fear,0,1
3181,anger,calm,0,2
3192,anger,fear,0,1
3193,anger,calm,0,2
3204,anger,surprise,0,3
3210,anger,calm,0,2
3214,anger,calm,0,2
3216,anger,fear,0,1
3219,anger,calm,0,2
3220,anger,calm,0,2
3221,anger,calm,0,2
3224,anger,fear,0,1
3225,anger,surprise,0,3
3232,anger,surprise,0,3
3233,anger,fear,0,1
3238,anger,fear,0,1
3251,anger,fear,0,1
3256,anger,calm,0,2
3258,anger,surprise,0,3
3265,anger,surprise,0,3
3267,anger,fear,0,1
3268,anger,calm,0,2
3269,anger,surprise,0,3
3275,anger,fear,0,1
3277,anger,fear,0,1
3280,anger,calm,0,2
3282,anger,fear,0,1
3291,anger,calm,0,2
3294,anger,calm,0,2
3305,anger,surprise,0,3
3310,anger,calm,0,2
3312,anger,calm,0,2
3315,anger,calm,0,2
3318,anger,calm,0,2
3319,anger,fear,0,1
3320,anger,calm,0,2
3323,anger,calm,0,2
3325,anger,calm,0,2
3326,anger,calm,0,2
3333,anger,fear,0,1
3334,anger,surprise,0,3
3338,anger,surprise,0,3
3339,anger,fear,0,1
3341,anger,calm,0,2
3342,anger,fear,0,1
3347,anger,calm,0,2
3349,anger,calm,0,2
3355,anger,surprise,0,3
3359,anger,surprise,0,3
3364,anger,fear,0,1
3365,anger,fear,0,1
3370,anger,fear,0,1
3379,anger,calm,0,2
3383,anger,calm,0,2
3384,anger,calm,0,2
3386,anger,fear,0,1
3389,anger,fear,0,1
3390,anger,calm,0,2
3397,anger,calm,0,2
3398,anger,calm,0,2
3400,anger,calm,0,2
3404,anger,fear,0,1
3407,anger,fear,0,1
3408,anger,fear,0,1
3410,anger,calm,0,2
3413,anger,fear,0,1
3415,anger,fear,0,1
3418,anger,calm,0,2
3420,anger,calm,0,2
3423,anger,calm,0,2
3425,anger,fear,0,1
3426,anger,calm,0,2
3429,anger,surprise,0,3
3432,anger,calm,0,2
3434,anger,fear,0,1
3440,anger,calm,0,2
3446,anger,fear,0,1
3448,anger,fear,0,1
3452,anger,surprise,0,3
3457,anger,fear,0,1
3460,anger,calm,0,2
3462,anger,fear,0,1
3467,anger,surprise,0,3
3470,anger,surprise,0,3
3473,anger,calm,0,2
3476,anger,fear,0,1
3477,anger,calm,0,2
3488,anger,fear,0,1
3489,anger,calm,0,2
3492,anger,fear,0,1
3497,anger,fear,0,1
3498,anger,fear,0,1
3499,anger,fear,0,1
3503,anger,surprise,0,3
3506,anger,calm,0,2
3518,anger,calm,0,2
3521,anger,calm,0,2
3522,anger,surprise,0,3
3525,anger,fear,0,1
3527,anger,fear,0,1
3528,anger,calm,0,2
3538,anger,calm,0,2
3540,anger,fear,0,1
3549,anger,fear,0,1
3551,anger,fear,0,1
3555,anger,fear,0,1
3558,anger,calm,0,2
3559,anger,fear,0,1
3562,anger,surprise,0,3
3563,anger,fear,0,1
3565,anger,surprise,0,3
3567,anger,calm,0,2
3570,anger,fear,0,1
3572,anger,calm,0,2
3575,anger,surprise,0,3
3576,anger,calm,0,2
3578,anger,fear,0,1
3581,anger,surprise,0,3
3582,anger,surprise,0,3
3584,anger,fear,0,1
3587,anger,calm,0,2
3589,anger,fear,0,1
3591,anger,calm,0,2
3595,anger,calm,0,2
3598,anger,fear,0,1
3601,anger,fear,0,1
3604,anger,fear,0,1
3605,anger,surprise,0,3
3613,anger,fear,0,1
3620,anger,calm,0,2
3625,anger,fear,0,1
3630,anger,calm,0,2
3631,anger,fear,0,1
3636,anger,calm,0,2
3639,anger,calm,0,2
3640,anger,fear,0,1
3650,anger,fear,0,1
3663,anger,fear,0,1
3664,anger,calm,0,2
3668,anger,calm,0,2
3670,anger,calm,0,2
3671,anger,fear,0,1
